venta_id,fecha_venta,sucursal,ciudad,region,plataforma,videojuego,categoria,precio,unidades,metodo_pago,satisfaccion,comentarios,codigo_interno,usuario_captura
VJ-00138,2026-06-01,Sucursal Centro, Ciudad de México ,Occidente, XBOX ,Minecraft,ACCION,1499,2,Efectivo,baja,cliente frecuente,INT-2027,admin
VJ-00134,2026-06-15,Sucursal Sur,CIUDAD DE MÉXICO, centro ,PLAYSTATION,Zelda,ACCION,999,4,tarjeta,MEDIA,cliente frecuente,INT-3621,admin
VJ-00462,2026-06-07,Sucursal Sur,CDMX,occidente,Xbox,Pokemon,ACCION,599,1,TARJETA,Muy Alta,revisar captura,INT-7203,admin
VJ-00017,2026-06-10,sucursal norte,GUADALAJARA,norte ,PlayStation,Zelda,Aventura,799,1,,Media,promoción,INT-7538,capturista2
VJ-00160,2026-06-22,SUCURSAL CENTRO,CIUDAD DE MÉXICO,occidente,Xbox,FIFA,DEPORTES,0,3,Tarjeta,Muy Alta,revisar captura,INT-7313,admin
VJ-00200,2026-05-30,SUCURSAL CENTRO,monterrey ,Occidente,Nintendo,Zelda,Acción,1199,2,efectivo ,Media,,INT-2457,admin
VJ-00063,2026-05-08,Sucursal Sur,monterrey ,Occidente,PlayStation,Fortnite,Deportes,0,2,Tarjeta,baja,revisar captura,INT-6642,usuario_tmp
VJ-00440,2026-04-10,Sucursal Sur,,Occidente, pc ,Mario Kart,ACCION,,1,,,revisar captura,INT-4000,capturista2
VJ-00004,2026-01-13,Sucursal Norte, Ciudad de México ,Occidente, nintendo ,Halo, aventura ,799,4,,Muy Alta,cliente frecuente,INT-5407,admin
VJ-00055,,SUCURSAL CENTRO,GUADALAJARA,norte ,xbox,Zelda,Acción,1799,3,tarjeta,,sin comentario,INT-6420,usuario_tmp
VJ-00042,2026-02-13,SUCURSAL CENTRO,ciudad de mexico,Centro, playstation ,Pokemon,estrategia ,1199,2,Tarjeta,muy alta,promoción,INT-6282,capturista1
VJ-00165,2026-06-06,Sucursal Centro,GUADALAJARA,occidente,Xbox,FIFA,estrategia ,1199,1,tarjeta,alta ,promoción,INT-8383,usuario_tmp
VJ-00323,2026-04-14,Sucursal Norte,Guadalajara,Norte,PC,Minecraft,Deportes,1799,3, transferencia ,alta ,sin comentario,INT-4108,capturista2
VJ-00076,2026-01-07,Sucursal Norte,CDMX,Norte, pc ,Zelda,DEPORTES,1499,1,Efectivo,alta ,revisar captura,INT-8368,admin
VJ-00360,2026-04-05,SUCURSAL CENTRO,GUADALAJARA,norte , nintendo ,Call of Duty,Acción,599,,,Muy Alta,,INT-9677,admin
VJ-00448,2026-05-08,Sucursal Centro,monterrey , centro ,PlayStation,Zelda,Aventura,999,1,Tarjeta,MEDIA,cliente frecuente,INT-3412,capturista1
VJ-00037,2026-03-27,Sucursal Sur,CIUDAD DE MÉXICO,occidente,xbox,God of War,Aventura,999,,TARJETA,alta ,revisar captura,INT-7252,usuario_tmp
VJ-00189,2026-04-02,sucursal norte,GUADALAJARA,Centro, nintendo ,Zelda,Aventura,599,4,,,promoción,INT-2384,admin
VJ-00623,2026-01-18,sucursal norte, Ciudad de México ,Norte,Xbox,Call of Duty,Deportes,799,,efectivo ,Media,cliente frecuente,INT-1593,capturista2
VJ-00564,2026-05-13,sucursal centro ,Guadalajara,norte ,PLAYSTATION,Zelda, aventura ,999,1,tarjeta,Media,,INT-1040,capturista2
VJ-00077,2026-03-18,Sucursal Centro,CIUDAD DE MÉXICO,Norte, playstation ,Fortnite,DEPORTES,799,,Tarjeta,muy alta,promoción,INT-8664,usuario_tmp
VJ-00128,2026-01-12,Sucursal Norte, Ciudad de México ,occidente,PC,Halo,estrategia ,1499,2,efectivo ,Muy Alta,sin comentario,INT-1260,capturista2
VJ-00503,2026-05-29,Sucursal Centro,Guadalajara, centro ,Nintendo,FIFA,ACCION,1199,1,Efectivo,muy alta,sin comentario,INT-7351,admin
VJ-00321,,Sucursal Norte,CIUDAD DE MÉXICO,Norte, XBOX ,Halo, aventura ,0,4,Tarjeta,Muy Alta,,INT-5994,capturista2
VJ-00343,2026-06-01,sucursal centro ,ciudad de mexico,Occidente,Xbox,FIFA,Acción,999,2,,Baja ,cliente frecuente,INT-1316,capturista2
VJ-00438,2026-01-28,Sucursal Centro,GUADALAJARA,CENTRO, pc ,God of War, aventura ,1499,3,efectivo ,muy alta,promoción,INT-3297,admin
VJ-00417,2026-01-12,SUCURSAL CENTRO,GUADALAJARA,Centro,Xbox,Pokemon,Accion,,2,efectivo ,Baja ,sin comentario,INT-3333,admin
VJ-00073,2026-02-22,Sucursal Centro,monterrey ,Centro,PLAYSTATION,Mario Kart,ACCION,799,2,efectivo ,muy alta,,INT-8713,capturista2
VJ-00157,2026-03-29,Sucursal Centro,,CENTRO, nintendo ,Zelda, aventura ,1499,1,TARJETA,baja,,INT-1239,admin
VJ-00178,2026-01-07,Sucursal Sur,Monterrey,CENTRO, XBOX ,Minecraft,Aventura,999,2,Tarjeta,baja,sin comentario,INT-5017,admin
VJ-00352,2026-05-06,Sucursal Norte,monterrey , centro ,xbox,Pokemon,Deportes,,2, transferencia ,Baja ,promoción,INT-5183,capturista2
VJ-00642,2026-04-14,Sucursal Sur,CIUDAD DE MÉXICO, centro ,NINTENDO,God of War,Deportes,1199,2,efectivo ,Media,sin comentario,INT-7956,usuario_tmp
VJ-00332,2026-06-06,sucursal centro ,monterrey ,Centro,PLAYSTATION,Mario Kart,Aventura,0,1,Tarjeta,Baja ,promoción,INT-3012,capturista2
VJ-00607,2026-03-05,Sucursal Norte, Ciudad de México ,Occidente,xbox,Spider-Man,ACCION,0,1, transferencia ,muy alta,sin comentario,INT-2085,capturista1
VJ-00088,2026-03-21,Sucursal Norte,ciudad de mexico,CENTRO,NINTENDO,Minecraft,DEPORTES,999,1, transferencia ,MEDIA,sin comentario,INT-8076,usuario_tmp
VJ-00509,2026-01-04,sucursal centro ,CIUDAD DE MÉXICO,norte ,PC,Zelda,DEPORTES,1499,1,efectivo ,MEDIA,revisar captura,INT-6796,capturista2
VJ-00266,2026-03-06,Sucursal Sur,CDMX,Centro, pc ,God of War,Acción,0,2,efectivo ,muy alta,sin comentario,INT-7155,admin
VJ-00231,2026-05-26,Sucursal Sur,ciudad de mexico,Norte,Nintendo,Fortnite, aventura ,1199,1,Efectivo,Baja ,,INT-4540,capturista1
VJ-00341,2026-01-12,sucursal norte,CDMX,occidente, XBOX ,Zelda,DEPORTES,799,3,tarjeta,muy alta,cliente frecuente,INT-5719,usuario_tmp
VJ-00184,2026-06-28,Sucursal Norte,monterrey ,Norte, XBOX ,Halo, aventura ,0,,Tarjeta,baja,,INT-4016,admin
VJ-00442,2026-01-06,SUCURSAL CENTRO, Ciudad de México ,occidente,Nintendo,Spider-Man,Aventura,599,3,efectivo ,Muy Alta,sin comentario,INT-5624,admin
VJ-00316,2026-06-25,Sucursal Sur,GUADALAJARA,norte ,NINTENDO,Zelda,Aventura,0,3,Efectivo,,cliente frecuente,INT-1245,capturista2
VJ-00580,2026-03-11,Sucursal Centro,ciudad de mexico,CENTRO, pc ,Fortnite,Deportes,0,1,Efectivo,Media,sin comentario,INT-7227,admin
VJ-00113,2026-06-02,Sucursal Centro,monterrey ,Norte,xbox,Halo,estrategia ,799,2,Efectivo,,sin comentario,INT-6373,admin
VJ-00512,2026-05-30,Sucursal Centro,monterrey ,CENTRO,xbox,Call of Duty, aventura ,0,1,,MEDIA,cliente frecuente,INT-8894,capturista1
VJ-00260,2026-02-16,sucursal centro ,CIUDAD DE MÉXICO,Centro,Nintendo,Call of Duty,Estrategia,599,2,tarjeta,muy alta,cliente frecuente,INT-2198,capturista2
VJ-00527,2026-02-22,Sucursal Norte,GUADALAJARA,norte ,xbox,Pokemon,Deportes,1199,2,Transferencia,,revisar captura,INT-3286,usuario_tmp
VJ-00144,2026-02-02,sucursal centro ,GUADALAJARA,CENTRO, pc ,Zelda,Acción,799,,,Media,cliente frecuente,INT-4589,capturista2
VJ-00561,2026-05-09,sucursal centro ,ciudad de mexico,Occidente, pc ,Pokemon,Deportes,1499,1,Transferencia,Baja ,sin comentario,INT-6581,admin
VJ-00195,2026-01-15,Sucursal Sur,ciudad de mexico,Norte,NINTENDO,Pokemon,Deportes,1199,4,tarjeta,muy alta,promoción,INT-8128,capturista2
VJ-00090,2026-02-23,Sucursal Sur,Monterrey, centro , playstation ,Mario Kart,Aventura,1199,1,Tarjeta,alta ,revisar captura,INT-5474,usuario_tmp
VJ-00173,2026-03-31,Sucursal Norte, Ciudad de México ,norte ,PlayStation,Halo,Acción,1199,4,TARJETA,Media,sin comentario,INT-2769,capturista2
VJ-00258,2026-01-16,Sucursal Centro,GUADALAJARA,occidente,PLAYSTATION,Minecraft,Aventura,1499,3,Transferencia,baja,,INT-5003,admin
VJ-00220,2026-05-16,sucursal centro ,monterrey ,CENTRO,PlayStation,Minecraft, aventura ,1799,1,Transferencia,alta ,revisar captura,INT-6786,admin
VJ-00624,2026-02-03,sucursal centro ,Guadalajara,Centro, playstation ,God of War, aventura ,1199,3,Transferencia,Muy Alta,cliente frecuente,INT-2301,usuario_tmp
VJ-00257,2026-01-07,Sucursal Norte,CDMX,norte ,PLAYSTATION,Pokemon,Deportes,1499,3,Transferencia,Alta,promoción,INT-2819,admin
VJ-00339,2026-05-16,sucursal centro ,CIUDAD DE MÉXICO,norte ,xbox,Halo,Accion,1199,4, transferencia ,baja,cliente frecuente,INT-9051,admin
VJ-00594,2026-06-11,SUCURSAL CENTRO,GUADALAJARA,CENTRO,Xbox,Call of Duty,Estrategia,1799,3,Transferencia,Media,cliente frecuente,INT-9243,admin
VJ-00288,2026-02-12,SUCURSAL CENTRO,GUADALAJARA,Centro,PC,Call of Duty,Deportes,,, transferencia ,Alta,cliente frecuente,INT-2969,capturista1
VJ-00506,2026-06-14,SUCURSAL CENTRO,CIUDAD DE MÉXICO,occidente,Xbox,Pokemon,ACCION,0,2,tarjeta,Muy Alta,promoción,INT-2325,usuario_tmp
VJ-00051,2026-04-24,sucursal norte,Monterrey, centro , pc ,Mario Kart,Estrategia,,1,,muy alta,sin comentario,INT-1770,usuario_tmp
VJ-00520,2026-02-05,SUCURSAL CENTRO,ciudad de mexico,CENTRO,,Pokemon,ACCION,599,,Efectivo,alta ,promoción,INT-7738,capturista2
VJ-00666,2026-06-14,Sucursal Norte,monterrey ,Centro, playstation ,Zelda,Accion,599,1,TARJETA,Alta,sin comentario,INT-3887,capturista2
VJ-00179,2026-03-08,SUCURSAL CENTRO,,Occidente,PLAYSTATION,Call of Duty,DEPORTES,1499,,TARJETA,Media,cliente frecuente,INT-7222,admin
VJ-00406,2026-03-26,Sucursal Norte,CIUDAD DE MÉXICO,CENTRO,Xbox,God of War,Estrategia,999,4,Tarjeta,MEDIA,revisar captura,INT-2768,capturista2
VJ-00050,2026-06-12,Sucursal Centro, Ciudad de México ,Norte, pc ,Mario Kart,Aventura,799,3,,MEDIA,cliente frecuente,INT-4878,capturista1
VJ-00411,2026-01-27,Sucursal Centro,GUADALAJARA, centro ,PLAYSTATION,Call of Duty,Deportes,1799,1,efectivo ,Muy Alta,cliente frecuente,INT-6976,capturista1
VJ-00274,2026-01-20,sucursal centro ,ciudad de mexico,occidente,PC,Mario Kart,Estrategia,799,1,efectivo ,,cliente frecuente,INT-9234,capturista1
VJ-00198,2026-03-03,sucursal centro , Ciudad de México ,norte , pc ,Zelda,ACCION,1199,3,TARJETA,muy alta,,INT-8371,usuario_tmp
VJ-00627,2026-04-20,Sucursal Sur,CIUDAD DE MÉXICO,CENTRO, pc ,Zelda,ACCION,799,1,Transferencia,,cliente frecuente,INT-6074,capturista2
VJ-00308,2026-06-13,SUCURSAL CENTRO,Guadalajara,Norte,PC,Halo,Deportes,0,2,,MEDIA,sin comentario,INT-7973,capturista2
VJ-00330,2026-02-17,sucursal centro ,ciudad de mexico,CENTRO,NINTENDO,Fortnite,ACCION,599,,,Alta,,INT-7280,usuario_tmp
VJ-00224,2026-03-20,Sucursal Norte,Guadalajara,norte ,PLAYSTATION,FIFA,Aventura,999,4,TARJETA,baja,cliente frecuente,INT-6245,usuario_tmp
VJ-00184,2026-06-28,Sucursal Norte,monterrey ,Norte, XBOX ,Halo, aventura ,0,,Tarjeta,baja,,INT-4016,admin
VJ-00674,2026-02-15,SUCURSAL CENTRO,CDMX,norte ,xbox,Pokemon,Deportes,1799,1,TARJETA,MEDIA,sin comentario,INT-6329,capturista1
VJ-00396,2026-01-30,Sucursal Sur,ciudad de mexico, centro ,PlayStation,Minecraft,Estrategia,1499,2,Efectivo,MEDIA,sin comentario,INT-9028,capturista2
VJ-00392,2026-01-24,Sucursal Sur,CDMX,, XBOX ,FIFA,Accion,599,2,Efectivo,baja,cliente frecuente,INT-2147,capturista1
VJ-00355,2026-01-14,Sucursal Sur,GUADALAJARA,norte , XBOX ,Mario Kart,Acción,,2, transferencia ,,promoción,INT-5064,capturista1
VJ-00531,2026-05-31,Sucursal Sur,GUADALAJARA,occidente, XBOX ,Mario Kart,DEPORTES,799,3, transferencia ,Muy Alta,,INT-4343,capturista1
VJ-00525,2026-01-27,SUCURSAL CENTRO,Guadalajara,norte ,PC,Fortnite,Acción,0,,Tarjeta,Muy Alta,promoción,INT-8359,capturista1
VJ-00215,2026-06-29,Sucursal Norte,CIUDAD DE MÉXICO,Occidente,PLAYSTATION,Spider-Man,Estrategia,1199,,TARJETA,muy alta,sin comentario,INT-6868,capturista1
VJ-00484,2026-04-18,sucursal norte,CIUDAD DE MÉXICO, centro , nintendo ,Mario Kart,Estrategia,599,1,efectivo ,alta ,sin comentario,INT-3184,usuario_tmp
VJ-00068,2026-05-14,SUCURSAL CENTRO,Guadalajara,, XBOX ,Pokemon, aventura ,999,3,,,sin comentario,INT-3111,capturista2
VJ-00238,2026-03-29,Sucursal Norte,Monterrey,Centro,NINTENDO,Zelda, aventura ,1499,4,,Baja ,cliente frecuente,INT-1889,usuario_tmp
VJ-00359,2026-02-24,SUCURSAL CENTRO, Ciudad de México ,occidente,xbox,Halo,estrategia ,999,,Efectivo,muy alta,cliente frecuente,INT-4655,capturista2
VJ-00505,2026-03-01,sucursal centro , Ciudad de México ,CENTRO, pc ,Minecraft,estrategia ,1199,1,efectivo ,,cliente frecuente,INT-4117,capturista1
VJ-00651,2026-02-12,SUCURSAL CENTRO, Ciudad de México , centro ,PlayStation,Zelda,Deportes,,2,tarjeta,Muy Alta,promoción,INT-9997,capturista1
VJ-00201,2026-05-26,Sucursal Norte,CIUDAD DE MÉXICO,CENTRO,PLAYSTATION,Fortnite,Estrategia,799,1,efectivo ,Muy Alta,,INT-2883,admin
VJ-00230,2026-04-04,Sucursal Norte,Guadalajara, centro ,PlayStation,Halo, aventura ,0,1,Efectivo,alta ,sin comentario,INT-7904,capturista2
VJ-00018,2026-03-01,Sucursal Norte,monterrey ,Norte,Xbox,Halo,ACCION,1499,2,,Baja ,revisar captura,INT-7690,admin
VJ-00229,2026-01-29,SUCURSAL CENTRO,CIUDAD DE MÉXICO,occidente,PC,Halo,Accion,1499,3,TARJETA,Media,sin comentario,INT-7993,admin
VJ-00349,2026-06-07,Sucursal Norte,Guadalajara,Norte,PLAYSTATION,Pokemon,DEPORTES,0,,efectivo ,Media,,INT-8911,capturista1
VJ-00547,2026-05-05,Sucursal Sur,CIUDAD DE MÉXICO,occidente,NINTENDO,Zelda,Acción,799,2,efectivo ,Media,cliente frecuente,INT-7518,admin
VJ-00620,2026-03-02,sucursal norte,GUADALAJARA,norte ,Nintendo,FIFA,Accion,,,,baja,,INT-8514,capturista1
VJ-00619,2026-02-06,sucursal norte,GUADALAJARA,CENTRO,NINTENDO,God of War, aventura ,0,1,efectivo ,muy alta,promoción,INT-8260,admin
VJ-00375,2026-03-25,sucursal norte,Monterrey,occidente, nintendo ,Spider-Man,estrategia ,599,2,Transferencia,Media,sin comentario,INT-1209,usuario_tmp
VJ-00115,2026-02-27,Sucursal Norte,CIUDAD DE MÉXICO,occidente, XBOX ,Zelda, aventura ,999,2,efectivo ,Muy Alta,promoción,INT-3754,capturista2
VJ-00556,2026-06-06,Sucursal Norte,CDMX,occidente,PC,Spider-Man,Accion,1799,4,TARJETA,MEDIA,sin comentario,INT-5091,capturista2
VJ-00009,2026-02-01,sucursal norte,GUADALAJARA, centro ,PLAYSTATION,Zelda,Aventura,,1,TARJETA,,sin comentario,INT-8402,capturista1
VJ-00284,2026-05-20,SUCURSAL CENTRO,CIUDAD DE MÉXICO,Norte,NINTENDO,Mario Kart,ACCION,799,1,efectivo ,alta ,revisar captura,INT-3830,admin
VJ-00023,2026-04-21,sucursal centro ,monterrey ,Norte,xbox,Pokemon,DEPORTES,1799,,Tarjeta,MEDIA,cliente frecuente,INT-2930,capturista2
VJ-00106,2026-05-28,Sucursal Norte,Guadalajara,CENTRO,Xbox,Mario Kart,ACCION,1199,,tarjeta,,,INT-8842,admin
VJ-00286,2026-03-11,Sucursal Norte,CIUDAD DE MÉXICO,CENTRO, pc ,Halo,ACCION,,1,TARJETA,Baja ,revisar captura,INT-6588,capturista1
VJ-00133,2026-04-15,Sucursal Norte,ciudad de mexico,Centro, pc ,Mario Kart, aventura ,1799,1, transferencia ,,promoción,INT-6529,capturista1
VJ-00370,2026-01-27,Sucursal Centro,CDMX,CENTRO, pc ,Spider-Man,Acción,1499,1,Transferencia,muy alta,cliente frecuente,INT-4844,capturista2
VJ-00678,2026-03-08,sucursal norte,Monterrey,Occidente,Nintendo,God of War,Acción,,,Tarjeta,,sin comentario,INT-2617,capturista2
VJ-00228,2026-03-23,Sucursal Norte,CDMX,norte ,xbox,Spider-Man,DEPORTES,1799,3,TARJETA,MEDIA,,INT-4807,capturista1
VJ-00084,2026-01-23,Sucursal Sur,CDMX,Occidente,,Halo,Acción,1199,4,Transferencia,Media,revisar captura,INT-8628,capturista1
VJ-00667,2026-06-12,sucursal centro ,Guadalajara, centro , nintendo ,Minecraft,ACCION,599,, transferencia ,alta ,cliente frecuente,INT-5318,capturista1
VJ-00372,2026-06-24,Sucursal Norte,Guadalajara,, pc ,God of War, aventura ,1199,2,tarjeta,Muy Alta,,INT-7621,capturista2
VJ-00123,2026-01-19,Sucursal Sur,CDMX,occidente,NINTENDO,God of War, aventura ,0,1, transferencia ,MEDIA,revisar captura,INT-1171,admin
VJ-00295,2026-05-21,sucursal centro ,Monterrey,Centro, playstation ,Spider-Man,estrategia ,1799,3, transferencia ,alta ,sin comentario,INT-6941,admin
VJ-00058,2026-01-13,Sucursal Norte,ciudad de mexico,CENTRO,PLAYSTATION,Halo,Aventura,799,4,tarjeta,muy alta,promoción,INT-4367,capturista2
VJ-00643,2026-01-23,Sucursal Sur,CIUDAD DE MÉXICO,occidente,Xbox,Fortnite,Estrategia,799,2,efectivo ,Baja ,cliente frecuente,INT-6411,admin
VJ-00421,2026-01-05,Sucursal Sur,Monterrey,CENTRO,NINTENDO,Zelda,Acción,,1,tarjeta,Muy Alta,sin comentario,INT-3091,admin
VJ-00544,2026-04-17,SUCURSAL CENTRO,CIUDAD DE MÉXICO,Occidente,NINTENDO,Mario Kart,Estrategia,1799,1,efectivo ,,sin comentario,INT-1878,capturista2
VJ-00061,2026-06-09,SUCURSAL CENTRO,CIUDAD DE MÉXICO,Occidente,PlayStation,FIFA, aventura ,1499,1,,alta ,sin comentario,INT-5234,usuario_tmp
VJ-00629,2026-06-10,Sucursal Norte,Monterrey, centro , playstation ,Zelda,ACCION,0,4,efectivo ,,sin comentario,INT-9372,capturista1
VJ-00374,2026-04-13,Sucursal Centro,Guadalajara,Norte, XBOX ,Minecraft,Aventura,0,4,efectivo ,Baja ,,INT-7479,capturista2
VJ-00631,2026-03-29,SUCURSAL CENTRO,monterrey ,Centro,PC,Minecraft,Accion,799,2,efectivo ,alta ,revisar captura,INT-1293,usuario_tmp
VJ-00474,2026-05-31,sucursal centro ,GUADALAJARA,Norte,PLAYSTATION,Minecraft,Acción,1199,1,tarjeta,muy alta,promoción,INT-5434,capturista2
VJ-00500,2026-06-22,sucursal norte,GUADALAJARA,Occidente, playstation ,Fortnite,Accion,1799,1,efectivo ,,promoción,INT-2404,capturista1
VJ-00303,2026-06-19,Sucursal Norte, Ciudad de México ,Norte, nintendo ,Call of Duty,ACCION,599,1,Transferencia,muy alta,promoción,INT-1081,usuario_tmp
VJ-00162,2026-06-08,sucursal centro ,ciudad de mexico,Centro,NINTENDO,Minecraft,Aventura,1199,1,TARJETA,,,INT-9690,usuario_tmp
VJ-00353,2026-04-24,sucursal centro ,CIUDAD DE MÉXICO,norte , XBOX ,Zelda,estrategia ,0,2,TARJETA,baja,sin comentario,INT-9559,capturista1
VJ-00036,2026-05-16,sucursal norte,monterrey , centro , playstation ,Halo,Accion,,4,TARJETA,,sin comentario,INT-2165,admin
VJ-00347,2026-02-14,Sucursal Norte,CIUDAD DE MÉXICO, centro ,NINTENDO,Zelda,ACCION,0,1,Transferencia,alta ,cliente frecuente,INT-4361,capturista2
VJ-00187,2026-02-12,sucursal centro ,monterrey ,Centro,NINTENDO,Zelda, aventura ,999,1,TARJETA,Alta,promoción,INT-8667,usuario_tmp
VJ-00174,2026-04-01,Sucursal Sur,monterrey ,Centro,NINTENDO,Call of Duty,Acción,1499,2, transferencia ,baja,revisar captura,INT-9353,capturista2
VJ-00186,2026-05-17,SUCURSAL CENTRO,ciudad de mexico,occidente, XBOX ,Spider-Man,Estrategia,999,2,Tarjeta,,,INT-3798,admin
VJ-00121,2026-06-27,Sucursal Norte,GUADALAJARA, centro ,NINTENDO,Fortnite,Deportes,1199,1,Transferencia,Muy Alta,,INT-6079,usuario_tmp
VJ-00223,2026-03-28,sucursal centro ,monterrey ,Occidente,PlayStation,Mario Kart,ACCION,0,1,Efectivo,Media,sin comentario,INT-5647,admin
VJ-00558,2026-04-06,sucursal norte,CIUDAD DE MÉXICO,Centro, nintendo ,Zelda,Accion,799,3,Efectivo,MEDIA,cliente frecuente,INT-5038,usuario_tmp
VJ-00105,2026-05-02,sucursal norte,CIUDAD DE MÉXICO,occidente,NINTENDO,God of War, aventura ,,4,Transferencia,baja,sin comentario,INT-2943,capturista2
VJ-00614,2026-04-11,Sucursal Norte,ciudad de mexico,occidente,Xbox,God of War,Estrategia,1499,1,,Muy Alta,sin comentario,INT-2566,admin
VJ-00227,2026-05-20,,GUADALAJARA, centro ,xbox,Zelda,ACCION,1199,3,efectivo ,muy alta,cliente frecuente,INT-7948,capturista1
VJ-00324,2026-05-10,sucursal centro ,CDMX,Norte, playstation ,Spider-Man,Accion,1499,4,efectivo ,Media,,INT-3034,admin
VJ-00164,2026-01-30,sucursal norte,GUADALAJARA,CENTRO,NINTENDO,Pokemon,DEPORTES,1199,, transferencia ,alta ,revisar captura,INT-6662,admin
VJ-00199,2026-03-29,SUCURSAL CENTRO,ciudad de mexico,norte ,NINTENDO,Spider-Man,Estrategia,0,3,,alta ,cliente frecuente,INT-1969,capturista1
VJ-00100,2026-06-07,SUCURSAL CENTRO,GUADALAJARA,Norte,PLAYSTATION,God of War,Deportes,1799,2, transferencia ,alta ,promoción,INT-5576,usuario_tmp
VJ-00048,2026-06-06,Sucursal Norte,Guadalajara,norte , nintendo ,Fortnite,DEPORTES,1499,3,,,revisar captura,INT-6967,capturista1
VJ-00095,2026-01-18,Sucursal Sur,ciudad de mexico,norte , pc ,Zelda, aventura ,599,3,Transferencia,alta ,promoción,INT-4621,usuario_tmp
VJ-00382,2026-02-19,SUCURSAL CENTRO,monterrey ,occidente,NINTENDO,Minecraft,Acción,1799,2,Tarjeta,alta ,,INT-9797,capturista1
VJ-00083,2026-01-04,Sucursal Norte,GUADALAJARA, centro ,NINTENDO,Mario Kart,ACCION,1799,1,,muy alta,sin comentario,INT-5520,usuario_tmp
VJ-00243,2026-06-29,Sucursal Sur,GUADALAJARA,occidente,PlayStation,Minecraft,Aventura,1499,3,Tarjeta,muy alta,promoción,INT-3977,capturista1
VJ-00356,2026-06-15,Sucursal Sur,monterrey ,Norte,Xbox,Pokemon,DEPORTES,999,2,,Media,,INT-9634,capturista2
VJ-00057,2026-01-27,Sucursal Norte,CDMX,norte ,xbox,God of War,Aventura,799,4,Efectivo,MEDIA,revisar captura,INT-3703,usuario_tmp
VJ-00082,2026-06-12,Sucursal Sur,ciudad de mexico, centro , nintendo ,Halo,Aventura,799,3,,,,INT-1755,capturista2
VJ-00026,2026-01-05,SUCURSAL CENTRO,CIUDAD DE MÉXICO,Centro, playstation ,Call of Duty,Estrategia,1199,2,Tarjeta,MEDIA,sin comentario,INT-7832,capturista1
VJ-00393,2026-01-28,Sucursal Centro,monterrey ,occidente,PC,Zelda,Estrategia,0,1, transferencia ,Muy Alta,sin comentario,INT-6533,capturista1
VJ-00344,2026-01-27,Sucursal Norte,CDMX, centro ,Xbox,Minecraft,Aventura,0,1,Efectivo,Muy Alta,sin comentario,INT-6281,usuario_tmp
VJ-00451,2026-04-28,Sucursal Sur, Ciudad de México , centro ,Nintendo,Minecraft,Accion,999,1,TARJETA,Media,sin comentario,INT-1574,capturista1
VJ-00416,2026-03-08,SUCURSAL CENTRO, Ciudad de México , centro ,PC,Halo,Estrategia,,1,Transferencia,Muy Alta,sin comentario,INT-4322,usuario_tmp
VJ-00612,2026-05-20,Sucursal Centro,CDMX,CENTRO, playstation ,Zelda,estrategia ,999,1,tarjeta,alta ,promoción,INT-9837,admin
VJ-00575,2026-06-19,sucursal norte,CIUDAD DE MÉXICO,CENTRO, playstation ,Minecraft,Estrategia,999,4,Efectivo,MEDIA,,INT-4896,capturista1
VJ-00467,2026-04-09,Sucursal Sur,CDMX,Centro,xbox,God of War,Estrategia,0,3,Efectivo,baja,revisar captura,INT-7816,capturista2
VJ-00536,2026-02-20,Sucursal Centro,GUADALAJARA, centro ,NINTENDO,FIFA,Aventura,999,,Tarjeta,,,INT-1237,usuario_tmp
VJ-00039,2026-02-25,Sucursal Centro,Monterrey,Centro,PlayStation,FIFA,estrategia ,799,,tarjeta,alta ,sin comentario,INT-4580,admin
VJ-00670,2026-05-24,SUCURSAL CENTRO,ciudad de mexico,occidente,xbox,FIFA, aventura ,0,1,tarjeta,Alta,promoción,INT-1430,admin
VJ-00166,2026-05-31,Sucursal Centro,Guadalajara,norte , playstation ,Pokemon,ACCION,999,,Transferencia,Alta,,INT-4691,usuario_tmp
VJ-00672,2026-02-19,Sucursal Norte,ciudad de mexico, centro ,PC,Call of Duty,Accion,1199,,efectivo ,alta ,promoción,INT-6282,admin
VJ-00523,2026-04-05,Sucursal Centro,CIUDAD DE MÉXICO,Centro,PLAYSTATION,Minecraft,Aventura,999,3,tarjeta,Media,promoción,INT-6344,capturista2
VJ-00211,2026-05-02,Sucursal Centro,GUADALAJARA,Centro,Nintendo,Pokemon, aventura ,,2, transferencia ,Media,,INT-6635,capturista1
VJ-00371,2026-04-19,sucursal centro ,CIUDAD DE MÉXICO,Centro,Nintendo,Spider-Man,Aventura,,2,tarjeta,Media,revisar captura,INT-8284,usuario_tmp
VJ-00237,2026-02-03,Sucursal Sur, Ciudad de México ,Norte,PLAYSTATION,Call of Duty,ACCION,1799,1,efectivo ,baja,promoción,INT-4767,usuario_tmp
VJ-00313,2026-01-01,Sucursal Sur,CIUDAD DE MÉXICO,norte ,NINTENDO,Zelda,Aventura,999,1,Tarjeta,MEDIA,,INT-7657,capturista1
VJ-00542,2026-03-10,SUCURSAL CENTRO,Monterrey,Occidente, pc ,Call of Duty,DEPORTES,,3,TARJETA,Muy Alta,revisar captura,INT-2582,admin
VJ-00092,2026-02-08,Sucursal Sur,CDMX,Centro,xbox,Minecraft,DEPORTES,0,1,Efectivo,Muy Alta,revisar captura,INT-5658,capturista2
